source_file	step_or_task	round_number	finding_id	severity_raised	severity_ruled	verdict	class	provenance	provenance_round	provenance_quote	escaped	reviewer_lens
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r2-triage.md	decision-folder-currency-fold (step 90)	2	R2-2	low	low	valid	prose	introduced_by_prior_fix	round 1 fix pass	Not accepted as a residual, because unlike R2-3 this text is new in the fix commit, it is the first sentence of an implementer-facing instruction, and the fix is a three-word deletion with no sibling artifact to keep consistent with.	no	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r2-triage.md	decision-folder-currency-fold (step 90)	2	R2-3	low	low	accept_residual	prose	pre_existing	unstated	It describes completed work in a settled record.	no	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	H4-1	medium	medium	valid	prose	pre_existing	unstated	NEW-LENS FINDINGS on text no prior round had read as an executable instruction: H4-1, H4-4, H4-5, the other three.	no	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	R4-1(merges H4-2)	low(R4-1)/medium(H4-2)	low	valid	prose	introduced_by_prior_fix	round 3 (the split)	FIX-INDUCED RESIDUE from the round-3 split: R4-1, R4-2, R4-3, that is three of the six valid findings.	no	verification+holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	R4-2	low	low	valid	prose	introduced_by_prior_fix	round 3 (the split)	FIX-INDUCED RESIDUE from the round-3 split: R4-1, R4-2, R4-3, that is three of the six valid findings.	no	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	R4-3	low	low	valid	prose	introduced_by_prior_fix	round 3 (the split commit)	Introduced by the split commit; every other quotation in the same ask is introduced with a space.	no	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	H4-4	low	low	valid	prose	pre_existing	unstated	NEW-LENS FINDINGS on text no prior round had read as an executable instruction: H4-1, H4-4, H4-5, the other three.	no	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	H4-5	low	low	valid	prose	pre_existing	unstated	NEW-LENS FINDINGS on text no prior round had read as an executable instruction: H4-1, H4-4, H4-5, the other three.	no	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold (step 90/92, Q-69)	4	H4-3	low	low	accept_residual	prose	pre_existing	unstated	Closing it means a CONTENT change to a step the orchestrator froze, which R4-1's currency edit does not.	unknown	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-1	medium	medium	valid	prose	unstated	unstated		no	fidelity+consistency
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-2	low	low	valid	prose	unstated	unstated		no	fidelity
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-3a	medium	medium	valid	prose	introduced_by_prior_fix	step 89 (prior step, not this task's round)	the exploration-mode passages instruct the orchestrator to author a [[question]], contradicting the clause step 89 added	no	consistency
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-3b	low	low	valid	prose	unstated	unstated		no	consistency
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-4	low	low	accept_residual	prose	pre_existing	unstated	it is an established convention in two converged artifacts including the Q-67 record itself	no	fidelity+consistency
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-5	unstated	n/a	dismissed	prose	unstated	unstated		no	fidelity
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-6	low	low	valid	prose	unstated	unstated		no	consistency
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-triage.md	decision-folder-currency-fold (step 90)	1	T-7	unstated	n/a	dismissed	prose	unstated	unstated		no	fidelity
docs/plans/agent-scaffold.reviews/decision-folder-currency-triage.md	decision-folder-currency-inc1	1	coldread-F1	medium	medium	valid	prose	unstated	unstated		no	coldread
docs/plans/agent-scaffold.reviews/decision-folder-currency-triage.md	decision-folder-currency-inc1	1	fidelity-F1	low	low	accept_residual	prose	pre_existing	unstated	Step 92 made the brief stale, not commit 065e511, so it falls outside this change's own documentation-currency obligation.	no	fidelity
docs/plans/agent-scaffold.reviews/deliberation-mode-triage.md	deliberation-mode (Q-8/Q-12)	1	Group1(S1)	medium	medium(gate/planner)/low(clarifying-questions)	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/deliberation-mode-triage.md	deliberation-mode (Q-8/Q-12)	1	Group2(S2)	medium	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/deliberation-mode-triage.md	deliberation-mode (Q-8/Q-12)	1	Group3(S3)	low	low	accept_residual	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/deliberation-mode-triage.md	deliberation-mode (Q-8/Q-12)	1	Group4(R1+S5)	low	low	valid	prose	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/deliberation-mode-triage.md	deliberation-mode (Q-8/Q-12)	1	Group5(R2+S4)	low	low	valid	prose	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/deliberation-mode-triage.md	deliberation-mode (Q-8/Q-12)	1	S4-subpoint	unstated	n/a	dismissed	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/driver-output-generation-inc1-triage.md	driver-output-generation-inc1	1	D1-1	low	low	valid	prose	unstated	unstated		no	opus(generation-driftguard)
docs/plans/agent-scaffold.reviews/driver-output-generation-inc1-triage.md	driver-output-generation-inc1	1	D1-2	low	low	valid	test	unstated	unstated		no	opus(generation-driftguard)
docs/plans/agent-scaffold.reviews/driver-output-generation-inc1-triage.md	driver-output-generation-inc1	1	D1-3	low	n/a	dismissed	prose	unstated	unstated		no	opus(generation-driftguard)
docs/plans/agent-scaffold.reviews/driver-output-generation-inc1-triage.md	driver-output-generation-inc1	1	D1s-1	low	low	valid	prose	unstated	unstated		no	sonnet(preamble-scope-scaffold)
docs/plans/agent-scaffold.reviews/driver-output-generation-inc1-triage.md	driver-output-generation-inc1	1	D1s-2	low	n/a	dismissed	code	unstated	unstated		no	sonnet(preamble-scope-scaffold)
docs/plans/agent-scaffold.reviews/driver-output-generation-inc2-triage.md	driver-output-generation-inc2	1	D2-1	low	low	accept_residual	test	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/driver-output-generation-inc2-triage.md	driver-output-generation-inc2	1	D2s-1	low	low	valid	code	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/file-safety-rules-round2-triage.md	file-safety-rules (Q-17)	2	T1	low	low	valid	prose	unstated	unstated		unknown	unstated
docs/plans/agent-scaffold.reviews/findings-files-triage.md	findings-files (Q-14)	1	Verdict1(opusF2+sonnetMEDIUM)	low(opus)/medium(sonnet)	medium	valid	prose	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/findings-files-triage.md	findings-files (Q-14)	1	Verdict2(opusF1)	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/findings-files-triage.md	findings-files (Q-14)	1	Verdict3(opusF3)	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/findings-files-triage.md	findings-files (Q-14)	1	Verdict4(sonnetLOW)	low	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/gate-prompt-clarity-triage.md	gate-prompt-clarity (Q-20)	1	R1	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/gate-prompt-clarity-triage.md	gate-prompt-clarity (Q-20)	1	R2	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/gate-prompt-clarity-triage.md	gate-prompt-clarity (Q-20)	1	S1	medium	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/human-onboarding-triage.md	human-onboarding (Q-9)	1	R1	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/human-onboarding-triage.md	human-onboarding (Q-9)	1	S1	medium	medium	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/human-onboarding-triage.md	human-onboarding (Q-9)	1	S2	low	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/instrument-flag-triage.md	instrument-flag	1	V-1(opusL1+sonnetF-2+opusL4)	medium(sonnet)/low(opus)	medium	valid	code	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/instrument-flag-triage.md	instrument-flag	1	V-2(sonnetF-1)	medium	medium	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/instrument-flag-triage.md	instrument-flag	1	V-3(opusL2)	low	low	accept_residual	code	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/instrument-flag-triage.md	instrument-flag	1	V-4(opusL3)	low	low	accept_residual	config	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/instrument-flag-triage.md	instrument-flag	1	V-5(sonnetF-3)	medium	n/a	dismissed	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/no-wrap-convention-triage.md	no-wrap-convention (Q-22)	1	F1	low	low	valid	config	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/no-wrap-convention-triage.md	no-wrap-convention (Q-22)	1	F2	low	low	accept_residual	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/pack-rebuild-tracking-triage.md	pack-rebuild-tracking	1	Finding1	low	low	accept_residual	code	unstated	unstated		no	reviewer-A
docs/plans/agent-scaffold.reviews/pack-rebuild-tracking-triage.md	pack-rebuild-tracking	1	Finding2	low	low	accept_residual	code	unstated	unstated		no	reviewer-A
docs/plans/agent-scaffold.reviews/pack-rebuild-tracking-triage.md	pack-rebuild-tracking	1	Finding3	low	low	accept_residual	code	unstated	unstated		no	reviewer-A
docs/plans/agent-scaffold.reviews/pack-rebuild-tracking-triage.md	pack-rebuild-tracking	1	Finding4	low	low	valid	code	unstated	unstated		no	reviewer-A
docs/plans/agent-scaffold.reviews/lifecycle-capture-triage.md	lifecycle-capture (formatter-reflow-convention-inc1)	1	Finding1	low	low	accept_residual	config	unstated	unstated		no	reviewer-A(faithfulness)
docs/plans/agent-scaffold.reviews/lifecycle-capture-triage.md	lifecycle-capture (formatter-reflow-convention-inc1)	1	Finding2	low	low	accept_residual	prose	unstated	unstated		no	reviewer-A(faithfulness)
docs/plans/agent-scaffold.reviews/prompt-drift-guard-triage.md	prompt-drift-guard-inc1	1	FN-1	low	low	valid	prose	unstated	unstated		no	falseneg
docs/plans/agent-scaffold.reviews/prompt-drift-guard-triage.md	prompt-drift-guard-inc1	1	FN-2	low	low	valid	code	pre_existing	step 80 (agents-md-drift-guard, a prior different step)	F1 was raised in a review round of step 80, agents-md-drift-guard, THE STEP THAT BUILT the precondition.	no	falseneg
docs/plans/agent-scaffold.reviews/prompt-drift-guard-triage.md	prompt-drift-guard-inc1	1	FN-3	low	low	accept_residual	code	pre_existing	unstated (H4-3, an earlier accepted residual)	This is (a) a more accurate description of an already-accepted residual, NOT something materially wider.	no	falseneg
docs/plans/agent-scaffold.reviews/prompt-drift-guard-triage.md	prompt-drift-guard-inc1	1	CT-1	low	low	valid	prose	unstated	unstated		no	contract
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r2-triage.md	prompt-drift-guard-inc1	2	V2-1	low	low	valid	prose	introduced_by_prior_fix	round 1 (fix commit 38d9db4)	What IS new is the CONTRADICTION: commit 38d9db4 added the text that says the opposite, in the same file, 90 lines away.	no	verification
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r2-triage.md	prompt-drift-guard-inc1	2	A2-1	low	low	valid	prose	unstated	unstated		unknown	adversarial
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r2-triage.md	prompt-drift-guard-inc1	2	A2-2	low	low	valid	prose	introduced_by_prior_fix	round 1 (CT-1 fix, commit 38d9db4)	It is text this artifact introduced. The pointer is part of the CT-1 fix in 38d9db4.	no	adversarial
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r3-triage.md	prompt-drift-guard-inc1	3	V3-1/RD-1	low	low	valid	prose	introduced_by_prior_fix	round 2 (consolidation fix, commit 9174a74)	The consolidation moved a true clause onto four claims it does not hold for. There is no scope question: this is text the artifact under review wrote.	no	verification+reader
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r3-triage.md	prompt-drift-guard-inc1	3	RD-2	low	low	valid	prose	pre_existing	round 2 triage required narrowing; text unchanged since round 1's fix (9f94acf)	SO THIS IS A MISSED REQUIREMENT, AND I RULE IT AS ONE. Round 2's triage set the requirement twice, not once.	yes	verification+reader
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r3-triage.md	prompt-drift-guard-inc1	3	RD-3	low	low	valid	prose	pre_existing	step's initial mechanism commit (6d5d220), predating round 1	So it is text this step wrote, carried through the consolidation. No scope question.	yes	reader
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r3-triage.md	prompt-drift-guard-inc1	3	V3-2	low	low	valid	prose	introduced_by_prior_fix	round 2 (consolidation fix)	The consolidation replaced correct, already-reviewed text with false text.	no	verification
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r3-triage.md	prompt-drift-guard-inc1	3	RD-4	low	low	valid	code	pre_existing	step 80, untouched throughout this step	git log -S "once spaces are removed" -- src/agents_md_drift.rs returns cba4fcc (step 80) alone. The clause is untouched by this step's entire diff.	no	reader
docs/plans/agent-scaffold.reviews/q59-backlog-fold-triage.md	q59-backlog-fold	1	Finding1	low	low	accept_residual	config	unstated	unstated		no	reviewer-a
docs/plans/agent-scaffold.reviews/round-log-core-A-triage.md	round-log-core-incA	1	V1(opusF1+sonnetH-1)	medium(opus)/high(sonnet)	medium	valid	prose	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/round-log-core-A-triage.md	round-log-core-incA	1	M-1	medium	medium(forward-note)	accept_residual	config	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/round-log-core-A-triage.md	round-log-core-incA	1	L-1	unstated	n/a	dismissed	config	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/round-log-core-A-triage.md	round-log-core-incA	1	L-2	unstated	n/a	dismissed	config	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/round-log-core-A-triage.md	round-log-core-incA	1	drift-guard-gap	low	low	accept_residual	code	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T1	unstated	n/a	dismissed	prose	unstated	unstated		no	opus+sonnet
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T1b	unstated	medium	valid	prose	unstated	unstated		no	triager-derived
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T2	medium	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T3	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T4	low	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T5	low	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T6	low	low	valid	prose	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T7	nit	nit	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/session-preflight-triage.md	session-preflight	1	T8	nit	nit	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/state-schema-1-triage.md	state-schema-inc1	1	F-1	medium	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/state-schema-2-triage.md	state-schema-inc2	1	F1	medium	low	valid	code	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/state-schema-2-triage.md	state-schema-inc2	1	F2	low	low	valid	prose	unstated	unstated		no	sonnet
docs/plans/agent-scaffold.reviews/state-schema-2-triage.md	state-schema-inc2	1	L1	low	low	accept_residual	code	unstated	unstated		no	opus
docs/plans/agent-scaffold.reviews/step88-triage.md	reviewer-reproducible-evidence-inc1	1	LOW-1	low	low	accept_residual	prose	unstated	unstated		no	rule-soundness
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc1-triage.md	task-entry-regrounding-inc1	1	I1-1	medium	low-to-medium	valid	prose	unstated	unstated		no	prose-p8-consistency
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc1-triage.md	task-entry-regrounding-inc1	1	I1-2subA	low	low	valid	prose	pre_existing	build-plan design (predates this diff)	the implementer followed the plan; the instrumentation-conditional gap is inherited from the design, not an implementer deviation.	no	prose-p8-consistency
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc1-triage.md	task-entry-regrounding-inc1	1	I1-2subB	unstated	n/a	dismissed	prose	unstated	unstated		no	prose-p8-consistency
docs/plans/agent-scaffold.reviews/triager-independence-triage.md	triager-independence	1	GroupA(R1)	medium	low	valid	prose	unstated	unstated		no	unstated
docs/plans/agent-scaffold.reviews/triager-independence-triage.md	triager-independence	1	GroupB(R2+S1+S3)	low(R2)/high(S1)/medium(S3)	medium	valid	prose	unstated	unstated		no	unstated
docs/plans/agent-scaffold.reviews/triager-independence-triage.md	triager-independence	1	GroupC(S2)	high	n/a(would be low)	dismissed	prose	unstated	unstated		no	unstated
docs/plans/agent-scaffold.reviews/triager-independence-triage.md	triager-independence	1	GroupD(S4)	low	low	valid	prose	unstated	unstated		no	unstated
docs/plans/agent-scaffold.reviews/triager-independence-triage.md	triager-independence	1	GroupE(S5)	unstated	n/a	dismissed	prose	unstated	unstated		no	unstated
docs/plans/agent-scaffold.reviews/triager-independence-round2-triage.md	triager-independence	2	T1	low	n/a	dismissed	prose	introduced_by_prior_fix	round 1 (Group B fix)	The one difference is that T1 was introduced by the Group B fix rather than being pre-existing.	no	unstated
docs/plans/agent-scaffold.reviews/triager-on-findings-triage.md	triager-runs-only-on-findings-inc1	1	F1	medium	medium	valid	prose	unstated	unstated		no	reviewer-A(consistency/completeness)
