source_file	step_or_task	round_number	finding_id	severity_raised	severity_ruled	verdict	class	provenance	provenance_round	provenance_quote	escaped	reviewer_lens
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	H4-1	medium	medium	valid	prose	pre_existing	unstated	NEW-LENS FINDINGS on text no prior round had read as an executable instruction: `H4-1`, `H4-4`, `H4-5`, the other three.	yes	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	R4-1	low/medium	low	valid	prose	introduced_by_prior_fix	3	FIX-INDUCED RESIDUE from the round-3 split: `R4-1`, `R4-2`, `R4-3`, that is three of the six valid findings.	no	verification+holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	R4-2	low	low	valid	prose	introduced_by_prior_fix	3	FIX-INDUCED RESIDUE from the round-3 split: `R4-1`, `R4-2`, `R4-3`, that is three of the six valid findings.	no	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	R4-3	low	low	valid	prose	introduced_by_prior_fix	3	Introduced by the split commit; every other quotation in the same `ask` is introduced with a space.	no	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	H4-4	low	low	valid	prose	pre_existing	unstated	NEW-LENS FINDINGS on text no prior round had read as an executable instruction: `H4-1`, `H4-4`, `H4-5`, the other three.	yes	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	H4-5	low	low	valid	prose	pre_existing	unstated	NEW-LENS FINDINGS on text no prior round had read as an executable instruction: `H4-1`, `H4-4`, `H4-5`, the other three.	yes	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r4-triage.md	decision-folder-currency-fold	4	H4-3	low	low	accept_residual	test	unstated	unstated		unknown	holistic
docs/plans/agent-scaffold.reviews/decision-folder-currency-plan-r5-triage.md	decision-folder-currency-fold	5	R5-1	low	low	accept_residual	prose	introduced_by_prior_fix	4	The tension is real, reproduces exactly, and was genuinely created by the round-4 fix narrowing one member of a pair.	no	residue
docs/plans/agent-scaffold.reviews/decision-folder-currency-r2-triage.md	decision-folder-currency-inc1	2	verification F1	low	low	accept_residual	prose	unstated	unstated		unknown	verification
docs/plans/agent-scaffold.reviews/decision-folder-currency-r2-triage.md	decision-folder-currency-inc1	2	coldread F1	low	low	dismissed	prose	pre_existing	unstated	Ground 4, decisive on scope: every leg of the alleged tension is byte-unchanged from before this step.	unknown	coldread
docs/plans/agent-scaffold.reviews/decision-folder-currency-r2-triage.md	decision-folder-currency-inc1	2	coldread F2	low	low	accept_residual	prose	unstated	unstated		unknown	coldread
docs/plans/agent-scaffold.reviews/decision-folder-currency-r2-triage.md	decision-folder-currency-inc1	2	coldread F3	low	low	accept_residual	prose	unstated	unstated		unknown	coldread
docs/plans/agent-scaffold.reviews/doc-currency-guidance-triage.md	doc-currency-guidance	1	Reviewer A finding 1	low	low	accept_residual	prose	unstated	unstated		unknown	reviewer-a
docs/plans/agent-scaffold.reviews/driver-output-generation-inc2-round3-triage.md	driver-output-generation	3 (inc2); oracle work_review R6	D2r3-1	low	low	valid	code	unstated	unstated		unknown	holistic-adversarial
docs/plans/agent-scaffold.reviews/driver-output-generation-inc2-triage.md	driver-output-generation	1 (inc2); oracle work_review R4	D2-1	low	low	accept_residual	test	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/driver-output-generation-inc2-triage.md	driver-output-generation	1 (inc2); oracle work_review R4	D2s-1	low	low	valid	code	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	V1	medium	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	V2	medium	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	V3	medium	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	V4	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	V5	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	V6	nit	nit	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	D1	unstated	none	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/exploration-mode-triage.md	exploration-mode	1	D2	unstated	none	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/file-safety-rules-triage.md	file-safety-rules	1	Group A (S1+S2)	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/file-safety-rules-triage.md	file-safety-rules	1	Group B (R1)	low	low	valid	prose	pre_existing	unstated	The gap originates in the decided spec wording ("leave incidental reformatting to the orchestrator"), so the implementation is faithful to the step	unknown	opus
docs/plans/agent-scaffold.reviews/file-safety-rules-triage.md	file-safety-rules	1	Group C (S3)	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/gate-prompt-clarity-triage.md	gate-prompt-clarity	1	R1	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/gate-prompt-clarity-triage.md	gate-prompt-clarity	1	R2	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/gate-prompt-clarity-triage.md	gate-prompt-clarity	1	S1	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/human-review-queue-triage.md	human-review-queue	1	S1	medium	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/human-review-queue-triage.md	human-review-queue	1	S2	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/human-review-queue-triage.md	human-review-queue	1	R2	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/human-review-queue-triage.md	human-review-queue	1	R1	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/human-review-queue-triage.md	human-review-queue	1	S3	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/ledger-template-triage.md	ledger-template	1	V1	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/ledger-template-triage.md	ledger-template	1	V2	low	low	valid	prose	pre_existing	unstated	It is LOW because the restatement predates this step, does not contradict the template (it is a subset, not a conflict)	unknown	opus+sonnet
docs/plans/agent-scaffold.reviews/ledger-template-triage.md	ledger-template	1	V3	low	low	valid	prose	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/ledger-template-triage.md	ledger-template	1	V4	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/ledger-template-triage.md	ledger-template	1	V5	low	low	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/lifecycle-capture-triage.md	lifecycle-capture	1	Finding 1	low	low	accept_residual	config	unstated	unstated		unknown	reviewer-a
docs/plans/agent-scaffold.reviews/lifecycle-capture-triage.md	lifecycle-capture	1	Finding 2	low	low	accept_residual	prose	unstated	unstated		unknown	reviewer-a
docs/plans/agent-scaffold.reviews/lifecycle-capture-triage.md	lifecycle-capture	1	Pre-existing note	unstated	none	dismissed	prose	pre_existing	unstated	The drift predates the change, so it cannot be a finding against this round.	unknown	reviewer-a
docs/plans/agent-scaffold.reviews/metrics-fields-triage.md	metrics-fields	1	V-1	medium	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/metrics-fields-triage.md	metrics-fields	1	V-2	low	low	valid	code	unstated	unstated		unknown	opus+sonnet
docs/plans/agent-scaffold.reviews/metrics-fields-triage.md	metrics-fields	1	V-3	low	low	valid	test	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/metrics-fields-triage.md	metrics-fields	1	D-1	low	none	dismissed	code	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/metrics-fields-triage.md	metrics-fields	1	D-2	low	none	dismissed	test	pre_existing	unstated	Both facets are pre-existing properties of the substring-and-hardcoded-list guard, not introduced or worsened here	unknown	opus+sonnet
docs/plans/agent-scaffold.reviews/optional-modules-1-triage.md	optional-modules-inc1	1	V-1	low/medium	medium	valid	code	unstated	unstated		unknown	sonnet+opus
docs/plans/agent-scaffold.reviews/optional-modules-1-triage.md	optional-modules-inc1	1	V-2	medium	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/optional-modules-1-triage.md	optional-modules-inc1	1	V-3	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/optional-modules-1-triage.md	optional-modules-inc1	1	V-4	low	low	valid	code	unstated	unstated		unknown	sonnet+opus
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r2-triage.md	prompt-drift-guard-inc1	2	V2-1	low	low	valid	prose	introduced_by_prior_fix	1	`V2-1` did not exist before the fix; the fix manufactured it.	no	verification
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r2-triage.md	prompt-drift-guard-inc1	2	A2-1	low	low	valid	prose	unstated	unstated		unknown	adversarial
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r2-triage.md	prompt-drift-guard-inc1	2	A2-2	low	low	valid	prose	introduced_by_prior_fix	1	It is text this artifact introduced. The pointer is part of the `CT-1` fix in `38d9db4`.	no	adversarial
docs/plans/agent-scaffold.reviews/prompt-drift-guard-r4-triage.md	prompt-drift-guard-inc1	4	RD4-1	low	low	valid	prose	introduced_by_prior_fix	2	So this is the defect the round-2 fix pass manufactured, found two rounds later, not a relitigation of anything.	yes	reader
docs/plans/agent-scaffold.reviews/prompt-drift-guard-verify-triage.md	prompt-drift-guard-inc1	5 (verification round)	RD-V1	medium	low	valid	prose	pre_existing	unstated	The fix neither introduced nor worsened this. It is a pre-existing defect at a different site, missed by the four prior rounds.	yes	reader
docs/plans/agent-scaffold.reviews/prompt-drift-guard-verify-triage.md	prompt-drift-guard-inc1	5 (verification round)	RD-V2	low	low	accept_residual	prose	pre_existing	unstated	Pre-existing, not introduced or worsened by the fix.	unknown	reader
docs/plans/agent-scaffold.reviews/q59-backlog-fold-triage.md	q59-backlog-fold	1	Finding 1	low	low	accept_residual	config	unstated	unstated		unknown	reviewer-a
docs/plans/agent-scaffold.reviews/q66-q67-plan-triage.md	q66-q67-fold	1	F1	medium	medium	valid	prose	unstated	unstated		unknown	consistency
docs/plans/agent-scaffold.reviews/q66-q67-plan-triage.md	q66-q67-fold	1	F2	low	low	valid	prose	unstated	unstated		unknown	consistency
docs/plans/agent-scaffold.reviews/q66-q67-plan-triage.md	q66-q67-fold	1	F3	low	low	valid	prose	unstated	unstated		unknown	consistency
docs/plans/agent-scaffold.reviews/q66-q67-plan-triage.md	q66-q67-fold	1	F-fid	low	low	valid	prose	unstated	unstated		unknown	fidelity
docs/plans/agent-scaffold.reviews/round-log-core-B-triage.md	round-log-core-incB	1	T1	medium/high	high	valid	prose	unstated	unstated		unknown	opus+sonnet
docs/plans/agent-scaffold.reviews/round-log-core-B-triage.md	round-log-core-incB	1	T2	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/round-log-core-B-triage.md	round-log-core-incB	1	T3	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/round-log-core-B-triage.md	round-log-core-incB	1	T4	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/round-log-core-B-triage.md	round-log-core-incB	1	T5	low	low	accept_residual	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/state-schema-1-triage.md	state-schema-inc1	1	F-1	medium	low	valid	code	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/state-schema-3-triage.md	state-schema-inc3	1	TRI-1	unstated	medium	valid	code	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/state-schema-3-triage.md	state-schema-inc3	1	TRI-2	unstated	low	valid	code	unstated	unstated		unknown	opus+sonnet
docs/plans/agent-scaffold.reviews/state-schema-3-triage.md	state-schema-inc3	1	TRI-3	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/state-schema-3-triage.md	state-schema-inc3	1	TRI-4	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/state-schema-3-triage.md	state-schema-inc3	1	TRI-5	unstated	low	valid	test	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/state-schema-3-triage.md	state-schema-inc3	1	TRI-6	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/step89-triage.md	planner-folds-decisions-inc1	1	F1	low	low	accept_residual	prose	pre_existing	unstated	(a) treats a pre-existing, symmetric residual as if step 89 had broken currency, which it did not.	unknown	consistency
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc1-triage.md	task-entry-regrounding	1 (inc1); oracle work_review R1	I1-1	medium	low-to-medium	valid	prose	unstated	unstated		unknown	prose-p8-consistency
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc1-triage.md	task-entry-regrounding	1 (inc1); oracle work_review R1	I1-2 sub-claim A	low	low	valid	prose	pre_existing	unstated	So the implementer followed the plan; the instrumentation-conditional gap is inherited from the design, not an implementer deviation.	unknown	prose-p8-consistency
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc1-triage.md	task-entry-regrounding	1 (inc1); oracle work_review R1	I1-2 sub-claim B	low	none	dismissed	prose	unstated	unstated		unknown	prose-p8-consistency
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc2-triage.md	task-entry-regrounding	1 (inc2); oracle work_review R3	I2-1	medium	medium	valid	prose	unstated	unstated		unknown	schema
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc2-triage.md	task-entry-regrounding	1 (inc2); oracle work_review R3	I2s-1	low	low	valid	config	unstated	unstated		unknown	render
docs/plans/agent-scaffold.reviews/task-entry-regrounding-inc2-triage.md	task-entry-regrounding	1 (inc2); oracle work_review R3	I2-2	low	low	accept_residual	code	pre_existing	unstated	The gap is INHERITED from the existing `is_safe_sidecar_ref` precedent (the same rule admits an empty `[meta].sidecars` ref; not new to this increment)	unknown	schema
docs/plans/agent-scaffold.reviews/triager-independence-round2-triage.md	triager-independence	2	T1	low	low	dismissed	prose	introduced_by_prior_fix	1	The one difference is that T1 was introduced by the Group B fix rather than being pre-existing.	no	unstated
docs/plans/agent-scaffold.reviews/triager-on-findings-triage.md	triager-runs-only-on-findings	1	F1	medium	medium	valid	prose	unstated	unstated		unknown	reviewer-a consistency/completeness
docs/plans/agent-scaffold.reviews/uniform-agent-isolation-r2-triage.md	uniform-isolation	2	Finding 1	low	low	accept_residual	prose	unstated	unstated		unknown	reviewer-d
docs/plans/agent-scaffold.reviews/uniform-agent-isolation-r2-triage.md	uniform-isolation	2	Finding 2	low	low	accept_residual	prose	unstated	unstated		unknown	reviewer-d+reviewer-c
docs/plans/agent-scaffold.reviews/uniform-agent-isolation-r2-triage.md	uniform-isolation	2	Finding 4	low	low	dismissed	prose	pre_existing	unstated	These are frozen historical records of a completed step, not the live normative rule.	unknown	reviewer-c
docs/plans/agent-scaffold.reviews/user-prompts-dir-triage.md	user-prompts-dir	1	R1	unstated	none	dismissed	config	unstated	unstated		unknown	opus
docs/plans/agent-scaffold.reviews/user-prompts-dir-triage.md	user-prompts-dir	1	S1(a)	medium	none	dismissed	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/user-prompts-dir-triage.md	user-prompts-dir	1	S1(b)	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/user-prompts-dir-triage.md	user-prompts-dir	1	S2	low	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/agent-scaffold.reviews/workflow-driver-stage1-triage.md	workflow-driver	1 (stage1); oracle work_review R6	R1-1	medium	medium	valid	code	unstated	unstated		unknown	reviewer1-opus
docs/plans/agent-scaffold.reviews/workflow-driver-stage1-triage.md	workflow-driver	1 (stage1); oracle work_review R6	R1-2	low	low	accept_residual	code	unstated	unstated		unknown	reviewer1-opus
docs/plans/agent-scaffold.reviews/workflow-driver-stage1-triage.md	workflow-driver	1 (stage1); oracle work_review R6	R2-1	medium	medium	valid	code	unstated	unstated		unknown	reviewer2-sonnet
docs/plans/agent-scaffold.reviews/workflow-driver-stage1-triage.md	workflow-driver	1 (stage1); oracle work_review R6	R2-2	low	low	accept_residual	test	unstated	unstated		unknown	reviewer2-sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	A	high	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	B	high	medium	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	C	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	D	unstated	medium	valid	test	unstated	unstated		unknown	opus+sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	E	unstated	low	valid	code	pre_existing	unstated	the root cause is pre-existing (the `Directory` arm has always returned a bare error), so this is not a 2a regression, which caps the severity at low.	unknown	opus
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	F	unstated	low	valid	prose	unstated	unstated		unknown	sonnet+opus
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	G (doc facet)	unstated	low	valid	prose	unstated	unstated		unknown	sonnet+opus
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	G (perf facet)	unstated	none	dismissed	code	unstated	unstated		unknown	sonnet+opus
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	H	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	I	unstated	low	valid	test	unstated	unstated		unknown	opus
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	J	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	K	unstated	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2a.reviews/optional-modules-2a-triage.md	optional-modules-inc2a	1	L	unstated	none	dismissed	code	unstated	unstated		unknown	opus+sonnet
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	opus F1	unstated	medium	valid	code	unstated	unstated		unknown	opus
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	opus F2	unstated	low	valid	code	unstated	unstated		unknown	opus
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	opus F3	unstated	low	valid	test	unstated	unstated		unknown	opus
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	opus F4	unstated	very low	accept_residual	prose	unstated	unstated		unknown	opus
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	sonnet F-1	medium	low	valid	prose	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	sonnet F-2	unstated	low	valid	test	unstated	unstated		unknown	sonnet
docs/plans/optional-modules-2cii.reviews/optional-modules-2cii-triage.md	optional-modules-inc2cii	1	sonnet F-3	unstated	none	dismissed	code	unstated	unstated		unknown	sonnet
